Nombre;Edad;Tr@bajo;Trabajo;Estado_Civil;Nivel_escolaridad;Nivel_escolaridad;Tiene_Credito?;Medio_de_Comunicación;Duracion_ultimo_contacto_seg;Order_D4te;envio23$%3;Segment;Categ;SubCat;V2016;V2017;V2018
ayda-viviana/reyes-perea;29;admin.;admin.;married;secondary;secondary;no;unknown;355;29/01/17;Regular;Hogares;Tecnología;Lapiceros_y_Marcadores;58.159;550.361;97.732
nestor-johana/avila-guzman;28;blue-collar;blue-collar;single;secondary;secondary;yes;unknown;237;13/02/17;Regular;Personas;Muebles;Accesorios_Computadoras;30.006;274.420;815.007
gustavo-pilar/duarte-carreño;59;retired;retired;divorced;secondary;secondary;no;unknown;265;26/08/18;Regular;Personas;Muebles;Telefonos_comunicaciones;55.337;181.964;657.170
jenny-marcela/melo-agudelo;51;technician;technician;married;secondary;secondary;no;unknown;84;7/11/18;Express_Tierra;Hogares;Tecnología;Sillas;20.316;819.496;475.894
javier-fernanda/melo-yepes;23;student;student;single;secondary;secondary;no;unknown;299;3/10/18;Regular;Personas;Muebles;Papel;32.856;32.441;829.568
lucrecia-humberto/cubides-vera;29;services;services;single;secondary;secondary;no;unknown;19;7/01/17;Regular;Corporativo;Tecnología;Lapiceros_y_Marcadores;62.591;377.820;554.338
maria-paola/chaparro-gerenas;29;services;services;single;secondary;secondary;no;unknown;578;26/07/18;Regular;Personas;Muebles;Maquinas_Oficina;72.173;965.003;896.638
norma-constanza/gonzalez-forero;6;retired;retired;married;primary;primary;no;unknown;142;16/03/16;Express_Tierra;Corporativo;Suplementos_Oficina;Libreros;74.349;898.082;958.952
luz-carolina/lozada-mellizos;27;services;services;married;secondary;secondary;no;unknown;749;3/03/18;Express_Aire;Startups;Muebles;Almacenaje_y_Organización;18.501;465.450;932.119
gloria-marcela/samper-bejarano;28;admin.;admin.;single;secondary;secondary;no;unknown;12;21/09/18;Express_Aire;Corporativo;Muebles;Accesorios_Computadoras;19.688;287.379;955.435
alexander-elena/perilla-vasquez;29;management;management;single;tertiary;tertiary;no;unknown;233;30/03/18;Express_Aire;Corporativo;Muebles;Accesorios_Computadoras;82.097;529.110;211.751
andrea-milena/dueñas-lopez;38;blue-collar;blue-collar;married;primary;primary;no;unknown;984;9/08/17;Regular;Corporativo;Suplementos_Oficina;Sobres;30.585;979.564;385.870
ligia-/arroyave-neira;34;services;services;married;secondary;secondary;no;unknown;16;9/06/16;Regular;Hogares;Muebles;Muebles_Oficina;95.549;67.401;544.661
ayda-magaly/rodriguez-romero;29;admin.;admin.;single;secondary;secondary;no;unknown;215;5/10/16;Regular;Corporativo;Muebles;Accesorios;80.305;633.737;325.401
rocio-mireya/mora-rojas;35;management;management;married;tertiary;tertiary;no;unknown;193;19/07/17;Regular;Personas;Muebles;Encuadernadores_y_accesorios;49.865;350.549;526.016
maria-rosmira/villareal-silva;28;admin.;admin.;single;tertiary;tertiary;no;unknown;148;4/09/16;Regular;Startups;Muebles;Telefonos_comunicaciones;78.380;753.478;447.808
victoria-yineth/morales-gomez;28;management;management;single;tertiary;tertiary;no;unknown;386;24/07/17;Express_Aire;Corporativo;Tecnología;Papel;4.232;560.849;710.856
gloria-jimena/ariza-diaz;29;admin.;admin.;married;secondary;secondary;no;unknown;194;11/12/17;Regular;Corporativo;Suplementos_Oficina;Almacenaje_y_Organización;42.587;928.341;766.408
adriana-pilar/barajas-calderon;57;management;management;single;secondary;secondary;no;unknown;91;6/06/17;Regular;Startups;Muebles;Muebles_Oficina;86.992;530.172;696.182
juan-maritza/sanchez-rodriguez;26;admin.;admin.;single;secondary;secondary;no;unknown;98;24/03/18;Regular;Startups;Tecnología;Papel;47.384;72.511;798.714
monica-mireya/rojas-forero;39;blue-collar;blue-collar;married;secondary;secondary;no;unknown;193;16/07/18;Regular;Personas;Tecnología;Sobres;77.299;973.374;884.653
sonia-andrea/gomez-pinilla;27;admin.;admin.;married;secondary;secondary;no;unknown;132;10/02/17;Regular;Hogares;Muebles;Muebles_Oficina;67.639;536.519;681.088
sonia-/patiño-vargas;26;services;services;married;secondary;secondary;no;unknown;279;18/04/16;Express_Aire;Startups;Muebles;Telefonos_comunicaciones;40.433;215.498;309.439
monica-marcela/reina-corredor;36;management;management;divorced;tertiary;tertiary;no;unknown;347;26/12/17;Regular;Hogares;Suplementos_Oficina;Lapiceros_y_Marcadores;36.835;67.714;116.641
yeimi-paola/niño-rojas;24;technician;technician;single;secondary;secondary;no;unknown;145;12/08/16;Express_Tierra;Personas;Tecnología;Sillas;82.544;434.718;146.196
celmira-pilar/varga-hernandez;23;blue-collar;blue-collar;single;primary;primary;no;unknown;1519;10/05/17;Regular;Corporativo;Suplementos_Oficina;Sobres;19.569;855.058;488.032
martha-pilar/valbuena-quiceno;25;services;services;single;secondary;secondary;no;unknown;361;7/05/18;Express_Aire;Corporativo;Muebles;Accesorios;99.670;737.023;967.197
luz-/reinosa-rodriguez;24;blue-collar;blue-collar;single;secondary;secondary;no;unknown;24;20/11/17;Regular;Corporativo;Muebles;Cuadernos;64.810;729.365;275.056
claudia-rosmira/rodriguez-forero;21;blue-collar;blue-collar;single;secondary;secondary;yes;unknown;83;18/12/16;Regular;Personas;Tecnología;Accesorios_Computadoras;38.481;89.023;770.966
diana-marcela/valero-ladino;25;technician;technician;married;secondary;secondary;no;unknown;15;28/11/16;Express_Tierra;Personas;Muebles;Libreros;10.121;342.545;902.451
johanna-/garzon-chaparro;34;blue-collar;blue-collar;married;secondary;secondary;no;unknown;77;16/05/18;Regular;Corporativo;Suplementos_Oficina;Sobres;77.586;465.605;280.586
monica-/diaz-sandoval;3;services;services;single;secondary;secondary;no;unknown;29;24/12/18;Regular;Corporativo;Suplementos_Oficina;Accesorios_Computadoras;35.684;467.166;330.701
maria-yamile/rios-montoya;27;blue-collar;blue-collar;married;secondary;secondary;no;unknown;355;20/01/18;Express_Aire;Startups;Tecnología;Papel;92.439;448.904;630.744
gloria-angelina/reinosa-mahecha;29;blue-collar;blue-collar;married;secondary;secondary;no;unknown;153;7/06/16;Regular;Hogares;Suplementos_Oficina;Muebles_Oficina;21.259;335.760;262.385
luz-/reina-suarez;26;blue-collar;blue-collar;single;No informa;No informa;no;unknown;87;27/04/17;Regular;Hogares;Tecnología;Lapiceros_y_Marcadores;96.761;456.641;399.606
rosa-milena/camacho-cortes;35;entrepreneur;entrepreneur;married;secondary;secondary;no;unknown;178;17/06/18;Regular;Personas;Muebles;Lapiceros_y_Marcadores;36.795;904.566;727.233
dolly-yucely/quintero-vargas;27;management;management;single;tertiary;tertiary;no;unknown;174;22/12/18;Regular;Corporativo;Suplementos_Oficina;Maquinas_Oficina;83.251;431.739;396.393
sandra-marlen/espitia-rodriguez;25;blue-collar;blue-collar;single;secondary;secondary;no;unknown;65;11/04/18;Regular;Hogares;Tecnología;Papel;16.395;375.186;792.865
karen-yineth/villareal-mosquera;23;blue-collar;blue-collar;single;secondary;secondary;no;unknown;638;5/08/17;Express_Aire;Startups;Muebles;Accesorios_Computadoras;9.645;307.530;189.627
erika-esmeralda/velasquez-mosquera;22;student;student;single;secondary;secondary;no;unknown;89;5/07/17;Express_Tierra;Corporativo;Suplementos_Oficina;Mesas;54.090;832.858;498.477
yulian-/borda-torres;31;blue-collar;blue-collar;single;secondary;secondary;no;unknown;121;2/11/18;Express_Tierra;Startups;Muebles;Libreros;98.989;928.564;233.670
yanira-cristina/arroyave-gonzalez;27;blue-collar;blue-collar;married;secondary;secondary;no;unknown;216;18/08/18;Regular;Hogares;Tecnología;Papel;69.063;114.979;387.033
johanna-paola/prada-carreño;23;services;services;single;secondary;secondary;no;unknown;83;16/09/17;Regular;Startups;Suplementos_Oficina;Muebles_Oficina;2.813;96.734;487.385
fanny-/murcia-tellez;24;admin.;admin.;married;secondary;secondary;no;unknown;69;16/03/18;Express_Tierra;Hogares;Tecnología;Mesas;60.926;545.125;254.681
alexander-marcela/ramirez-silva;29;blue-collar;blue-collar;single;secondary;secondary;no;unknown;184;29/08/17;Express_Tierra;Hogares;Muebles;Maquinas_Oficina;55.738;142.326;232.202
tania-janeth/arroyave-chaparro;24;blue-collar;blue-collar;single;secondary;secondary;no;unknown;161;24/08/18;Regular;Hogares;Tecnología;Papel;51.782;875.853;613.428
adriana-liliana/barbosa-ramirez;25;management;management;single;tertiary;tertiary;no;unknown;31;2/01/16;Express_Tierra;Hogares;Tecnología;Libreros;83.044;427.693;489.508
reinaldo-/jaimes-forero;27;admin.;admin.;divorced;secondary;secondary;no;unknown;236;17/03/17;Regular;Hogares;Tecnología;Bandas_Oficina;1.020;363.000;920.748
lilia-elvira/mora-herrera;3;admin.;admin.;single;secondary;secondary;yes;unknown;276;27/05/17;Regular;Corporativo;Suplementos_Oficina;Encuadernadores_y_accesorios;78.040;58.803;643.126
jorge-lourdes/lopez-ramirez;29;blue-collar;blue-collar;single;secondary;secondary;no;unknown;182;18/08/16;Regular;Corporativo;Muebles;Papel;27.379;250.614;564.896
luisa-jimena/manosalva-carreño;33;blue-collar;blue-collar;married;secondary;secondary;no;unknown;87;14/05/16;Regular;Startups;Suplementos_Oficina;Papel;54.589;447.933;284.366
yulian-elias/salcedo-camacho;21;blue-collar;blue-collar;married;primary;primary;yes;unknown;139;11/05/18;Express_Tierra;Personas;Muebles;Libreros;36.392;547.250;5.231
elkin-/giraldo-villamil;3;blue-collar;blue-collar;married;secondary;secondary;no;unknown;48;25/04/17;Regular;Personas;Tecnología;Papel;73.673;54.852;768.578
rocio-pilar/herrera-moreno;29;technician;technician;married;secondary;secondary;no;unknown;377;3/12/17;Regular;Hogares;Tecnología;Accesorios_Computadoras;37.528;636.566;477.228
alexander-patricia/montenegro-urrea;48;technician;technician;married;secondary;secondary;no;unknown;357;22/02/16;Regular;Hogares;Suplementos_Oficina;Bandas_Oficina;36.967;286.478;494.544
gloria-edith/vargas-coneo;28;services;services;single;secondary;secondary;no;unknown;119;4/12/16;Regular;Startups;Muebles;Almacenaje_y_Organización;28.654;850.273;267.082
luz-jeaneth/alarcon-sanabria;25;blue-collar;blue-collar;single;secondary;secondary;no;unknown;264;6/09/18;Regular;Hogares;Tecnología;Encuadernadores_y_accesorios;16.440;331.402;880.489
sandra-fernando/rodriguez-barreto;28;blue-collar;blue-collar;married;secondary;secondary;no;unknown;121;12/12/16;Regular;Startups;Suplementos_Oficina;Encuadernadores_y_accesorios;55.495;491.842;521.297
mary-constanza/sabogal-ballen;29;blue-collar;blue-collar;married;primary;primary;no;unknown;235;21/12/18;Regular;Personas;Suplementos_Oficina;Accesorios_Computadoras;18.875;979.451;794.499
adriana-angel/alfonso-barreto;26;self-employed;self-employed;single;secondary;secondary;no;unknown;9;17/01/18;Express_Tierra;Hogares;Suplementos_Oficina;Libreros;54.566;576.126;363.694
diana-eugenia/monroy-olaya;26;admin.;admin.;single;secondary;secondary;no;unknown;444;17/08/17;Express_Aire;Corporativo;Suplementos_Oficina;Papel;18.590;810.905;125.605
maria-pilar/jurado-sanchez;24;student;student;single;secondary;secondary;no;unknown;283;11/07/17;Regular;Startups;Muebles;Almacenaje_y_Organización;90.639;419.108;348.317
andrea-pilar/montoya-villalva;27;management;management;single;tertiary;tertiary;no;unknown;767;22/03/18;Regular;Corporativo;Tecnología;Lapiceros_y_Marcadores;84.337;404.900;736.529
tania-marcela/leon-carvajal;27;technician;technician;married;secondary;secondary;no;unknown;123;9/08/17;Regular;Corporativo;Suplementos_Oficina;Bandas_Oficina;2.160;9.823;767.875
maribel-angelina/villamil-gomez;28;unemployed;unemployed;single;secondary;secondary;no;unknown;236;25/06/17;Regular;Personas;Tecnología;Cuadernos;3.532;730.927;925.985
sandra-elias/cendales-corredor;32;services;services;married;secondary;secondary;no;unknown;85;23/08/16;Regular;Personas;Muebles;Telefonos_comunicaciones;17.109;35.804;154.866
carolina-patricia/samper-arevalo;52;management;management;divorced;tertiary;tertiary;no;unknown;14;30/10/16;Express_Aire;Hogares;Tecnología;Muebles_Oficina;38.665;583.794;442.432
sandra-isabel/manzano-villalva;27;blue-collar;blue-collar;married;secondary;secondary;no;unknown;324;12/05/17;Express_Aire;Startups;Muebles;Papel;88.345;671.259;643.281
martha-/suarez-guacaneme;27;management;management;single;tertiary;tertiary;yes;unknown;525;6/06/18;Regular;Hogares;Suplementos_Oficina;Cuadernos;1.416;304.421;572.274
madian-elvira/espitia-parra;22;admin.;admin.;married;secondary;secondary;no;unknown;525;11/11/18;Regular;Corporativo;Muebles;Muebles_Oficina;46.056;732.220;262.754
jenny-patricia/sanchez-beleño;28;management;management;single;tertiary;tertiary;no;unknown;238;5/01/17;Regular;Corporativo;Suplementos_Oficina;Mesas;62.464;669.370;962.041
magda-ivette/castillo-villamil;23;technician;technician;single;secondary;secondary;no;unknown;217;24/03/17;Regular;Corporativo;Tecnología;Cuadernos;38.092;431.551;94.231
ruby-/enciso-ramirez;29;services;services;single;secondary;secondary;no;unknown;563;28/05/18;Regular;Personas;Tecnología;Telefonos_comunicaciones;3.732;390.905;842.922
jenny-marcela/lopez-montoya;29;blue-collar;blue-collar;married;secondary;secondary;no;unknown;433;2/01/16;Regular;Hogares;Muebles;Cuadernos;90.209;157.822;322.812
jesus-cecilia/leon-becerra;37;blue-collar;blue-collar;married;secondary;secondary;no;unknown;52;24/04/18;Regular;Startups;Suplementos_Oficina;Telefonos_comunicaciones;44.560;26.408;897.968
sandra-patricia/valencia-baez;6;housemaid;housemaid;divorced;secondary;secondary;no;unknown;235;22/08/18;Regular;Hogares;Suplementos_Oficina;Sobres;40.664;815.002;266.143
dolly-milena/barragan-carrero;51;services;services;married;primary;primary;no;unknown;149;10/02/16;Regular;Corporativo;Tecnología;Bandas_Oficina;8.106;526.917;784.873
victoria-nancy/patiño-rivadeneira;29;admin.;admin.;married;secondary;secondary;no;unknown;42;9/01/17;Regular;Startups;Suplementos_Oficina;Accesorios;16.975;8.642;707.834
paola-rocio/reina-silva;26;admin.;admin.;divorced;secondary;secondary;no;unknown;357;16/10/17;Express_Tierra;Personas;Tecnología;Sillas;23.693;469.004;321.262
maria-liliana/lopez-camacho;3;;;single;primary;primary;no;unknown;14;4/12/17;Regular;Hogares;Suplementos_Oficina;Telefonos_comunicaciones;75.331;777.256;669.419
claudia-patricia/sanchez-rodriguez;49;entrepreneur;entrepreneur;married;primary;primary;no;unknown;98;11/05/17;Express_Aire;Startups;Suplementos_Oficina;Encuadernadores_y_accesorios;95.647;419.035;784.470
rocio-juranni/alaix-tellez;31;services;services;single;secondary;secondary;no;unknown;171;8/11/16;Regular;Hogares;Suplementos_Oficina;Accesorios_Computadoras;55.394;447.349;128.120
martha-patricia/espitia-acosta;3;technician;technician;married;tertiary;tertiary;no;unknown;219;29/01/18;Regular;Corporativo;Muebles;Maquinas_Oficina;60.715;73.861;570.369
isabel-elias/cardenas-rivadeneira;3;self-employed;self-employed;married;tertiary;tertiary;no;unknown;1449;17/05/17;Regular;Startups;Tecnología;Telefonos_comunicaciones;99.833;695.238;578.396
norma-carolina/mora-sanchez;32;technician;technician;married;secondary;secondary;no;unknown;257;16/12/17;Regular;Personas;Tecnología;Papel;5.191;171.957;807.881
nestor-stella/niño-vasquez;36;blue-collar;blue-collar;married;primary;primary;no;unknown;92;9/12/16;Regular;Startups;Tecnología;Papel;10.453;154.958;773.297
erika-pilar/pulido-moreno;47;blue-collar;blue-collar;married;secondary;secondary;no;unknown;79;26/04/16;Express_Tierra;Startups;Suplementos_Oficina;Muebles_Oficina;85.113;786.970;744.820
amelia-/avila-iglesias;27;entrepreneur;entrepreneur;single;tertiary;tertiary;no;unknown;13;22/02/18;Regular;Personas;Suplementos_Oficina;Accesorios_Computadoras;87.472;306.378;428.679
luisa-felipe/amezquita-yepes;26;blue-collar;blue-collar;married;primary;primary;no;unknown;833;7/04/16;Regular;Startups;Tecnología;Telefonos_comunicaciones;91.642;501.307;215.791
gustavo-/rodriguez-barreto;4;services;services;divorced;secondary;secondary;no;unknown;97;3/10/16;Express_Aire;Corporativo;Suplementos_Oficina;Muebles_Oficina;22.500;285.768;742.013
sandra-patricia/valero-sanchez;43;;;single;primary;primary;no;unknown;45;18/02/16;Express_Aire;Personas;Muebles;Telefonos_comunicaciones;76.672;29.795;327.786
monica-milena/perez-vargas;28;technician;technician;single;tertiary;tertiary;no;unknown;25;22/12/16;Express_Tierra;Startups;Tecnología;Maquinas_Oficina;377;772.396;728.406
leonardo-/jaimes-toledo;27;admin.;admin.;married;secondary;secondary;no;unknown;344;2/08/16;Regular;Hogares;Suplementos_Oficina;Accesorios;27.405;554.497;640.214
nidia-paola/villarreal-olaya;57;management;management;married;primary;primary;no;unknown;272;21/11/18;Regular;Corporativo;Muebles;Maquinas_Oficina;98.601;240.526;886.447
gustavo-/cubides-zamora;32;technician;technician;divorced;secondary;secondary;no;unknown;24;30/09/16;Regular;Corporativo;Suplementos_Oficina;Sobres;66.038;82.348;85.667
monica-/andres-guzman;27;blue-collar;blue-collar;single;primary;primary;no;unknown;156;10/09/17;Express_Tierra;Personas;Tecnología;Libreros;77.799;200.032;723.448
maria-carolina/leon-diaz;38;services;services;married;secondary;secondary;no;unknown;213;11/05/17;Express_Aire;Personas;Tecnología;Muebles_Oficina;78.743;433.032;690.450
nestor-milena/montenegro-figueroa;36;technician;technician;married;tertiary;tertiary;no;unknown;159;6/06/18;Regular;Personas;Suplementos_Oficina;Papel;53.485;366.628;348.912
jorge-/valbuena-navas;45;services;services;married;secondary;secondary;no;unknown;153;23/12/16;Express_Tierra;Personas;Suplementos_Oficina;Maquinas_Oficina;9.780;967.512;298.036
maria-/herrera-artunduaga;3;management;management;single;tertiary;tertiary;no;unknown;29;21/05/17;Regular;Hogares;Tecnología;Accesorios;25.609;933.913;957.813
luz-marlen/arroyave-baez;48;blue-collar;blue-collar;single;tertiary;tertiary;no;unknown;15;19/02/18;Regular;Corporativo;Muebles;Maquinas_Oficina;5.468;61.127;677.886
ketty-elena/trujillo-velasquez;39;blue-collar;blue-collar;married;primary;primary;no;unknown;38;22/12/17;Express_Tierra;Startups;Tecnología;Libreros;70.566;423.026;550.195
yanira-marcela/amezquita-bernal;24;services;services;single;secondary;secondary;no;unknown;654;30/08/16;Express_Aire;Hogares;Tecnología;Muebles_Oficina;66.440;14.604;206.024
amparo-/dueñas-saenz;29;self-employed;self-employed;married;tertiary;tertiary;yes;unknown;139;6/08/18;Regular;Startups;Suplementos_Oficina;Papel;10.231;956.624;598.141
nestor-/barrios-masmela;35;blue-collar;blue-collar;married;primary;primary;no;unknown;81;22/04/18;Regular;Hogares;Muebles;Sobres;6.001;963.600;368.794
reinaldo-magaly/morales-vera;3;management;management;single;tertiary;tertiary;no;unknown;597;8/03/16;Express_Aire;Startups;Tecnología;Accesorios;98.034;838.224;684.651
martha-milena/cortina-saenz;28;unemployed;unemployed;single;tertiary;tertiary;no;unknown;174;15/03/18;Regular;Corporativo;Muebles;Cuadernos;8.340;880.886;628.137
monica-milena/gonzalez-molano;5;technician;technician;married;secondary;secondary;no;unknown;142;5/08/18;Regular;Hogares;Muebles;Lapiceros_y_Marcadores;87.703;373.708;26.180
amelia-/garzon-zamora;41;management;management;single;tertiary;tertiary;no;unknown;393;3/10/17;Express_Aire;Personas;Tecnología;Almacenaje_y_Organización;68.026;538.337;280.648
sonia-patricia/sanchez-baez;58;housemaid;housemaid;married;primary;primary;no;unknown;763;28/04/17;Regular;Hogares;Tecnología;Muebles_Oficina;68.019;898.673;79.777
luis-/herrera-pinilla;31;admin.;admin.;married;primary;primary;no;unknown;61;17/02/17;Regular;Personas;Tecnología;Bandas_Oficina;39.803;330.388;613.331
maria-alberto/colmenares-perez;33;management;management;married;tertiary;tertiary;no;unknown;99;17/02/17;Regular;Corporativo;Suplementos_Oficina;Encuadernadores_y_accesorios;87.357;813.318;525.754
norma-/espitia-arevalo;35;blue-collar;blue-collar;single;secondary;secondary;no;unknown;85;26/10/18;Regular;Personas;Muebles;Telefonos_comunicaciones;97.086;953.592;398.135
yury-marcela/guerrero-figueroa;29;blue-collar;blue-collar;married;primary;primary;no;unknown;187;12/05/17;Express_Aire;Hogares;Suplementos_Oficina;Accesorios_Computadoras;25.229;850.609;100.556
martha-liliana/acuña-mellizos;29;blue-collar;blue-collar;married;primary;primary;no;unknown;188;1/01/17;Express_Aire;Hogares;Muebles;Papel;73.252;486.270;229.343
monica-patricia/valero-aragon;29;blue-collar;blue-collar;married;primary;primary;yes;unknown;298;29/04/18;Regular;Startups;Tecnología;Accesorios_Computadoras;30.697;563.107;178.613
luis-jacqueline/valbuena-patarroyo;29;services;services;married;tertiary;tertiary;no;unknown;113;7/05/18;Regular;Corporativo;Tecnología;Lapiceros_y_Marcadores;13.799;216.163;701.620
luz-patricia/guzman-giraldo;28;blue-collar;blue-collar;single;secondary;secondary;no;unknown;21;24/01/16;Regular;Personas;Muebles;Lapiceros_y_Marcadores;61.871;324.358;648.090
yadira-/moreno-ruiz;26;services;services;single;secondary;secondary;no;unknown;264;11/01/17;Regular;Startups;Tecnología;Accesorios_Computadoras;98.946;530.222;849.105
maria-milena/forero-aguilar;26;blue-collar;blue-collar;married;secondary;secondary;yes;unknown;23;24/10/16;Express_Aire;Startups;Suplementos_Oficina;Sillas;53.420;726.817;750.987
erley-liliana/lanza-leon;24;technician;technician;single;secondary;secondary;no;unknown;18;8/12/17;Regular;Startups;Tecnología;Papel;48.155;548.699;55.815
nestor-patricia/trujillo-corredor;26;student;student;single;secondary;secondary;no;unknown;95;2/05/18;Regular;Startups;Tecnología;Almacenaje_y_Organización;27.444;43.449;993.981
sonia-rosario/suarez-masmela;47;blue-collar;blue-collar;married;primary;primary;no;unknown;69;19/06/17;Regular;Startups;Tecnología;Cuadernos;81.746;626.937;879.213
mary-edith/agudelo-garcia;49;management;management;married;secondary;secondary;no;unknown;84;16/09/16;Regular;Personas;Suplementos_Oficina;Telefonos_comunicaciones;15.444;229.037;861.014
ketty-ivette/mendoza-riveros;52;blue-collar;blue-collar;single;secondary;secondary;no;unknown;324;14/06/17;Express_Tierra;Startups;Tecnología;Libreros;20.770;350.000;252.636
gloria-augusto/vanegas-olaya;44;blue-collar;blue-collar;married;secondary;secondary;no;unknown;222;11/07/16;Regular;Startups;Suplementos_Oficina;Telefonos_comunicaciones;80.476;517.807;297.330
wilson-magaly/gonzalez-romero;39;blue-collar;blue-collar;married;secondary;secondary;no;unknown;68;4/06/18;Regular;Personas;Muebles;Muebles_Oficina;80.934;510.198;414.556
sandra-elena/mora-amaya;41;services;services;married;secondary;secondary;no;unknown;144;14/11/18;Regular;Corporativo;Suplementos_Oficina;Almacenaje_y_Organización;35.328;124.746;556.169
paola-beatriz/dueñas-torres;28;management;management;single;tertiary;tertiary;no;unknown;298;13/07/18;Express_Tierra;Startups;Suplementos_Oficina;Maquinas_Oficina;77.374;889.279;5.787
paola-liliana/torres-giraldo;53;services;services;married;secondary;secondary;no;unknown;1224;15/01/18;Regular;Corporativo;Muebles;Telefonos_comunicaciones;75.408;58.149;279.811
sandra-patricia/higuera-sanchez;54;blue-collar;blue-collar;divorced;primary;primary;no;unknown;173;4/02/17;Express_Aire;Startups;Tecnología;Accesorios_Computadoras;11.114;888.979;455.428
claudia-ivan/barrios-gonzalez;29;admin.;admin.;single;secondary;secondary;no;unknown;134;4/01/17;Regular;Personas;Suplementos_Oficina;Accesorios_Computadoras;42.775;346.982;191.898
andrea-elvira/torrado-patarroyo;49;blue-collar;blue-collar;married;primary;primary;no;unknown;245;13/12/18;Regular;Personas;Tecnología;Telefonos_comunicaciones;10.343;769.166;336.265
reinaldo-ximena/patiño-rojas;29;admin.;admin.;divorced;secondary;secondary;no;unknown;121;4/04/17;Regular;Hogares;Suplementos_Oficina;Cuadernos;90.511;33.372;806.914
martha-maria/vargas-peña;27;blue-collar;blue-collar;married;secondary;secondary;no;unknown;49;20/09/17;Regular;Hogares;Tecnología;Telefonos_comunicaciones;14.415;421.382;624.773
nestor-/moscoso-martinez;27;blue-collar;blue-collar;married;secondary;secondary;no;unknown;1181;26/07/16;Regular;Hogares;Tecnología;Cuadernos;61.003;920.613;444.999
paola-amanda/manosalva-yaruro;28;unemployed;unemployed;married;secondary;secondary;no;unknown;66;3/08/17;Regular;Startups;Tecnología;Lapiceros_y_Marcadores;44.953;860.198;753.198
luz-consuelo/garzon-carreño;44;entrepreneur;entrepreneur;married;secondary;secondary;no;unknown;184;5/02/16;Regular;Personas;Tecnología;Telefonos_comunicaciones;58.892;161.443;779.519
paola-adolfo/lozano-diaz;29;services;services;single;secondary;secondary;no;unknown;16;21/06/17;Regular;Startups;Suplementos_Oficina;Accesorios_Computadoras;58.858;781.372;544.471
maria-ronald/lopez-giraldo;29;admin.;admin.;divorced;secondary;secondary;yes;unknown;249;26/07/18;Regular;Hogares;Muebles;Accesorios_Computadoras;21.743;662.344;150.719
luisa-ronald/sarmiento-suarez;35;admin.;admin.;divorced;secondary;secondary;no;unknown;98;6/10/16;Express_Aire;Corporativo;Suplementos_Oficina;Papel;33.591;200.060;167.554
sonia-amanda/reina-ossa;46;blue-collar;blue-collar;married;primary;primary;no;unknown;92;2/09/17;Regular;Personas;Muebles;Muebles_Oficina;22.116;838.190;179.319
sandra-andres/rodriguez-gomez;25;blue-collar;blue-collar;married;secondary;secondary;no;unknown;44;8/09/16;Express_Aire;Hogares;Suplementos_Oficina;Accesorios_Computadoras;90.978;19.515;162.866
graciela-marina/cubides-vanegas;37;unemployed;unemployed;single;secondary;secondary;no;unknown;27;31/12/17;Regular;Personas;Suplementos_Oficina;Copiadoras_Faxes;75.804;676.422;854.908
larisa-jacqueline/ramirez-mosquera;29;blue-collar;blue-collar;single;primary;primary;no;unknown;135;1/01/18;Regular;Hogares;Muebles;Muebles_Oficina;98.143;770.084;399.214
luis-milena/manzano-solorza;51;blue-collar;blue-collar;married;secondary;secondary;no;unknown;37;15/04/18;Regular;Hogares;Suplementos_Oficina;Sobres;8.030;622.213;731.453
andrea-/sanchez-bernal;35;management;management;divorced;tertiary;tertiary;no;unknown;141;25/04/17;Express_Aire;Personas;Tecnología;Encuadernadores_y_accesorios;32.921;580.114;421.922
camilo-jesus/giraldo-medina;5;unemployed;unemployed;married;secondary;secondary;no;unknown;117;6/10/16;Express_Tierra;Personas;Muebles;Maquinas_Oficina;60.313;238.212;947.607
miguel-/montenegro-gomez;28;blue-collar;blue-collar;single;secondary;secondary;no;unknown;14;6/09/17;Regular;Personas;Suplementos_Oficina;Papel;19.313;230.396;891.201
martha-lisseth/villarreal-camacho;37;blue-collar;blue-collar;married;secondary;secondary;no;unknown;174;23/03/18;Regular;Corporativo;Tecnología;Telefonos_comunicaciones;39.100;684.995;552.003
monica-/espinosa-villamil;35;blue-collar;blue-collar;married;primary;primary;no;unknown;6;23/09/17;Regular;Hogares;Tecnología;Telefonos_comunicaciones;44.015;449.429;533.912
ketty-elvira/lopez-toro;57;blue-collar;blue-collar;married;primary;primary;no;unknown;235;17/03/17;Regular;Startups;Suplementos_Oficina;Lapiceros_y_Marcadores;37.870;948.966;437.867
martha-milena/ariza-quiceno;28;management;management;single;tertiary;tertiary;no;unknown;285;14/05/17;Express_Aire;Corporativo;Muebles;Telefonos_comunicaciones;60.292;163.082;426.684
nidia-liliana/torrado-lopez;32;blue-collar;blue-collar;divorced;secondary;secondary;no;unknown;112;16/04/17;Regular;Corporativo;Suplementos_Oficina;Bandas_Oficina;41.968;463.293;602.735
norma-elvira/torrijos-velasquez;3;technician;technician;single;secondary;secondary;no;unknown;99;9/07/16;Express_Aire;Personas;Tecnología;Accesorios_Computadoras;56.933;965.870;217.077
luz-yaneth/gutierrez-cordoba;52;management;management;married;secondary;secondary;no;unknown;28;12/11/17;Regular;Personas;Suplementos_Oficina;Accesorios_Computadoras;51.674;45.102;263.292
